Shinydex,Shiny Formdex,Location pick,Location,ID,Pokemon,#
FALSE,FALSE,No,No,408,Cranidos,0408
FALSE,FALSE,No,No,409,Rampardos,0409
FALSE,FALSE,No,No,410,Shieldon,0410
FALSE,FALSE,No,No,411,Bastiodon,0411
FALSE,FALSE,No,No,412_p,Plant Cloak Burmy,0412
,FALSE,No,No,412_s,Sand Cloak Burmy,
,FALSE,No,No,412_t,Trash Cloak Burmy,
FALSE,FALSE,No,No,413_p,Plant Cloak Wormadam,0413
,FALSE,No,No,413_s,Sand Cloak Wormadam,
,FALSE,No,No,413_t,Trash Cloak Wormadam,
FALSE,FALSE,No,No,414,Mothim,0414
FALSE,FALSE,No,No,415_m,Combee ♂,0415
,FALSE,No,No,415_f,Combee ♀,
FALSE,FALSE,No,No,416,Vespiquen,0416
FALSE,FALSE,No,No,417_m,Pachirisu ♂,0417
,FALSE,No,No,417_f,Pachirisu ♀,
FALSE,FALSE,No,No,418_m,Buizel ♂,0418
,FALSE,No,No,418_f,Buizel ♀,
FALSE,FALSE,No,No,419_m,Floatzel ♂,0419
,FALSE,No,No,419_f,Floatzel ♀,
FALSE,FALSE,No,No,420,Cherubi,0420
FALSE,FALSE,No,No,421,Cherrim,0421
FALSE,FALSE,No,No,422_w,West Sea Shellos,0422
,FALSE,No,No,422_e,East Sea Shellos,
FALSE,FALSE,No,No,423_w,West Sea Gastrodon,0423
,FALSE,No,No,423_e,East Sea Gastrodon,
FALSE,FALSE,No,No,424_m,Ambipom ♂,0424
,FALSE,No,No,424_f,Ambipom ♀,
FALSE,FALSE,No,No,425,Drifloon,0425
FALSE,FALSE,No,No,426,Drifblim,0426
FALSE,FALSE,No,No,427,Buneary,0427
FALSE,FALSE,No,No,428,Lopunny,0428
FALSE,FALSE,No,No,429,Mismagius,0429
FALSE,FALSE,No,No,430,Honchkrow,0430
FALSE,FALSE,No,No,431,Glameow,0431
FALSE,FALSE,No,No,432,Purugly,0432
FALSE,FALSE,No,No,433,Chingling,0433
FALSE,FALSE,No,No,434,Stunky,0434
FALSE,FALSE,No,No,435,Skuntank,0435
FALSE,FALSE,No,No,436,Bronzor,0436
FALSE,FALSE,No,No,437,Bronzong,0437
FALSE,FALSE,No,No,438,Bonsly,0438
FALSE,FALSE,No,No,439,Mime Jr.,0439
FALSE,FALSE,No,No,440,Happiny,0440
FALSE,FALSE,No,No,441,Chatot,0441
FALSE,FALSE,No,No,442,Spiritomb,0442
FALSE,FALSE,No,No,443_m,Gible ♂,0443
,FALSE,No,No,443_f,Gible ♀,
FALSE,FALSE,No,No,444_m,Gabite ♂,0444
,FALSE,No,No,444_f,Gabite ♀,
FALSE,FALSE,No,No,445_m,Garchomp ♂,0445
,FALSE,No,No,445_f,Garchomp ♀,
FALSE,FALSE,No,No,446,Munchlax,0446
FALSE,FALSE,No,No,447,Riolu,0447
FALSE,FALSE,No,No,448,Lucario,0448
FALSE,FALSE,No,No,449_m,Hippopotas ♂,0449
,FALSE,No,No,449_f,Hippopotas ♀,
FALSE,FALSE,No,No,450_m,Hippowdon ♂,0450
,FALSE,No,No,450_f,Hippowdon ♀,
FALSE,FALSE,No,No,451,Skorupi,0451
FALSE,FALSE,No,No,452,Drapion,0452
FALSE,FALSE,No,No,453_m,Croagunk ♂,0453
,FALSE,No,No,453_f,Croagunk ♀,
FALSE,FALSE,No,No,454_m,Toxicroak ♂,0454
,FALSE,No,No,454_f,Toxicroak ♀,
FALSE,FALSE,No,No,455,Carnivine,0455
FALSE,FALSE,No,No,456_m,Finneon ♂,0456
,FALSE,No,No,456_f,Finneon ♀,
FALSE,FALSE,No,No,457_m,Lumineon ♂,0457
,FALSE,No,No,457_f,Lumineon ♀,
FALSE,FALSE,No,No,458,Mantyke,0458
FALSE,FALSE,No,No,459_m,Snover ♂,0459
,FALSE,No,No,459_f,Snover ♀,
FALSE,FALSE,No,No,460_m,Abomasnow ♂,0460
,FALSE,No,No,460_f,Abomasnow ♀,
FALSE,FALSE,No,No,461_m,Weavile ♂,0461
,FALSE,No,No,461_f,Weavile ♀,
FALSE,FALSE,No,No,462,Magnezone,0462
FALSE,FALSE,No,No,463,Lickilicky,0463
FALSE,FALSE,No,No,464_m,Rhyperior ♂,0464
,FALSE,No,No,464_f,Rhyperior ♀,
FALSE,FALSE,No,No,465_m,Tangrowth ♂,0465
,FALSE,No,No,465_f,Tangrowth ♀,
FALSE,FALSE,No,No,466,Electivire,0466
FALSE,FALSE,No,No,467,Magmortar,0467
FALSE,FALSE,No,No,468,Togekiss,0468
FALSE,FALSE,No,No,469,Yanmega,0469
FALSE,FALSE,No,No,470,Leafeon,0470
FALSE,FALSE,No,No,471,Glaceon,0471
FALSE,FALSE,No,No,472,Gliscor,0472
FALSE,FALSE,No,No,473_m,Mamoswine ♂,0473
,FALSE,No,No,473_f,Mamoswine ♀,
FALSE,FALSE,No,No,474,Porygon-Z,0474
FALSE,FALSE,No,No,475,Gallade,0475
FALSE,FALSE,No,No,476,Probopass,0476
FALSE,FALSE,No,No,477,Dusknoir,0477
FALSE,FALSE,No,No,478,Froslass,0478
FALSE,FALSE,No,No,479,Rotom,0479
,FALSE,No,No,479_f,Heat Rotom,
,FALSE,No,No,479_h,Wash Rotom,
,FALSE,No,No,479_m,Frost Rotom,
,FALSE,No,No,479_fa,Fan Rotom,
,FALSE,No,No,479_w,Mow Rotom,
FALSE,FALSE,No,No,480,Uxie,0480
FALSE,FALSE,No,No,481,Mesprit,0481
FALSE,FALSE,No,No,482,Azelf,0482
FALSE,FALSE,No,No,483,Dialga,0483
FALSE,FALSE,No,No,484,Palkia,0484
FALSE,FALSE,No,No,485,Heatran,0485
FALSE,FALSE,No,No,486,Regigigas,0486
FALSE,FALSE,No,No,487,Giratina,0487
FALSE,FALSE,No,No,488,Cresselia,0488
FALSE,FALSE,No,No,489,Phione,0489
FALSE,FALSE,No,No,490,Manaphy,0490
FALSE,FALSE,No,No,491,Darkrai,0491
FALSE,FALSE,No,No,492_l,Land Forme Shaymin,0492
,FALSE,No,No,492_s,Sky Forme Shaymin,
FALSE,FALSE,No,No,493,Arceus,0493
,,Unavailable,Unavailable,494,Victini,0494
FALSE,FALSE,No,No,495,Snivy,0495
FALSE,FALSE,No,No,496,Servine,0496
FALSE,FALSE,No,No,497,Serperior,0497
FALSE,FALSE,No,No,498,Tepig,0498
FALSE,FALSE,No,No,499,Pignite,0499
FALSE,FALSE,No,No,500,Emboar,0500
FALSE,FALSE,No,No,501,Oshawott,0501
FALSE,FALSE,No,No,502,Dewott,0502
FALSE,FALSE,No,No,503,Samurott,0503
,FALSE,No,No,503_h,Hisuian Samurott,
FALSE,FALSE,No,No,504,Patrat,0504
FALSE,FALSE,No,No,505,Watchog,0505
FALSE,FALSE,No,No,506,Lillipup,0506
FALSE,FALSE,No,No,507,Herdier,0507
FALSE,FALSE,No,No,508,Stoutland,0508
FALSE,FALSE,No,No,509,Purrloin,0509
FALSE,FALSE,No,No,510,Liepard,0510
FALSE,FALSE,No,No,511,Pansage,0511
FALSE,FALSE,No,No,512,Simisage,0512
FALSE,FALSE,No,No,513,Pansear,0513
FALSE,FALSE,No,No,514,Simisear,0514
FALSE,FALSE,No,No,515,Panpour,0515
FALSE,FALSE,No,No,516,Simipour,0516
FALSE,FALSE,No,No,517,Munna,0517
FALSE,FALSE,No,No,518,Musharna,0518
FALSE,FALSE,No,No,519,Pidove,0519
FALSE,FALSE,No,No,520,Tranquill,0520
FALSE,FALSE,No,No,521_m,Unfezant ♂,0521
,FALSE,No,No,521_f,Unfezant ♀,
FALSE,FALSE,No,No,522,Blitzle,0522
FALSE,FALSE,No,No,523,Zebstrika,0523
FALSE,FALSE,No,No,524,Roggenrola,0524
FALSE,FALSE,No,No,525,Boldore,0525
FALSE,FALSE,No,No,526,Gigalith,0526
FALSE,FALSE,No,No,527,Woobat,0527
FALSE,FALSE,No,No,528,Swoobat,0528
FALSE,FALSE,No,No,529,Drilbur,0529
FALSE,FALSE,No,No,530,Excadrill,0530
FALSE,FALSE,No,No,531,Audino,0531
FALSE,FALSE,No,No,532,Timburr,0532
FALSE,FALSE,No,No,533,Gurdurr,0533
FALSE,FALSE,No,No,534,Conkeldurr,0534
FALSE,FALSE,No,No,535,Tympole,0535
FALSE,FALSE,No,No,536,Palpitoad,0536
FALSE,FALSE,No,No,537,Seismitoad,0537
FALSE,FALSE,No,No,538,Throh,0538
FALSE,FALSE,No,No,539,Sawk,0539
FALSE,FALSE,No,No,540,Sewaddle,0540
FALSE,FALSE,No,No,541,Swadloon,0541
FALSE,FALSE,No,No,542,Leavanny,0542
FALSE,FALSE,No,No,543,Venipede,0543
FALSE,FALSE,No,No,544,Whirlipede,0544
FALSE,FALSE,No,No,545,Scolipede,0545
FALSE,FALSE,No,No,546,Cottonee,0546
FALSE,FALSE,No,No,547,Whimsicott,0547
FALSE,FALSE,No,No,548,Petilil,0548
FALSE,FALSE,No,No,549,Lilligant,0549
,FALSE,No,No,549_h,Hisuian Lilligant,
FALSE,FALSE,No,No,550_r,Red Basculin,0550
,FALSE,No,No,550_b,Blue Basculin,
,FALSE,No,No,550_w,White Basculin,
FALSE,FALSE,No,No,551,Sandile,0551
FALSE,FALSE,No,No,552,Krokorok,0552
FALSE,FALSE,No,No,553,Krookodile,0553
FALSE,FALSE,No,No,554,Darumaka,0554
,FALSE,No,No,554_g,Galarian Darumaka,
FALSE,FALSE,No,No,555,Darmanitan,0555
,FALSE,No,No,555_g,Galarian Darmanitan,
FALSE,FALSE,No,No,556,Maractus,0556
FALSE,FALSE,No,No,557,Dwebble,0557
FALSE,FALSE,No,No,558,Crustle,0558
FALSE,FALSE,No,No,559,Scraggy,0559
FALSE,FALSE,No,No,560,Scrafty,0560
FALSE,FALSE,No,No,561,Sigilyph,0561
FALSE,FALSE,No,No,562,Yamask,0562
,FALSE,No,No,562_g,Galarian Yamask,
FALSE,FALSE,No,No,563,Cofagrigus,0563
FALSE,FALSE,No,No,564,Tirtouga,0564
FALSE,FALSE,No,No,565,Carracosta,0565
FALSE,FALSE,No,No,566,Archen,0566
FALSE,FALSE,No,No,567,Archeops,0567
FALSE,FALSE,No,No,568,Trubbish,0568
FALSE,FALSE,No,No,569,Garbodor,0569
FALSE,FALSE,No,No,570,Zorua,0570
,FALSE,No,No,570_h,Hisuian Zorua,
FALSE,FALSE,No,No,571,Zoroark,0571
,FALSE,No,No,571_h,Hisuian Zoroark,
FALSE,FALSE,No,No,572,Minccino,0572
FALSE,FALSE,No,No,573,Cinccino,0573
FALSE,FALSE,No,No,574,Gothita,0574
FALSE,FALSE,No,No,575,Gothorita,0575
FALSE,FALSE,No,No,576,Gothitelle,0576
FALSE,FALSE,No,No,577,Solosis,0577
FALSE,FALSE,No,No,578,Duosion,0578
FALSE,FALSE,No,No,579,Reuniclus,0579
FALSE,FALSE,No,No,580,Ducklett,0580
FALSE,FALSE,No,No,581,Swanna,0581
FALSE,FALSE,No,No,582,Vanillite,0582
FALSE,FALSE,No,No,583,Vanillish,0583
FALSE,FALSE,No,No,584,Vanilluxe,0584
FALSE,FALSE,No,No,585_s,Spring Deerling,0585
,FALSE,No,No,585_su,Summer Deerling,
,FALSE,No,No,585_a,Autumn Deerling,
,FALSE,No,No,585_w,Winter Deerling,
FALSE,FALSE,No,No,586_s,Spring Sawsbuck,0586
,FALSE,No,No,586_su,Summer Sawsbuck,
,FALSE,No,No,586_a,Autumn Sawsbuck,
,FALSE,No,No,586_w,Winter Sawsbuck,
FALSE,FALSE,No,No,587,Emolga,0587
FALSE,FALSE,No,No,588,Karrablast,0588
FALSE,FALSE,No,No,589,Escavalier,0589
FALSE,FALSE,No,No,590,Foongus,0590
FALSE,FALSE,No,No,591,Amoonguss,0591
FALSE,FALSE,No,No,592_m,Frillish ♂,0592
,FALSE,No,No,592_f,Frillish ♀,
FALSE,FALSE,No,No,593_m,Jellicent ♂,0593
,FALSE,No,No,593_f,Jellicent ♀,
FALSE,FALSE,No,No,594,Alomomola,0594
FALSE,FALSE,No,No,595,Joltik,0595
FALSE,FALSE,No,No,596,Galvantula,0596
FALSE,FALSE,No,No,597,Ferroseed,0597
FALSE,FALSE,No,No,598,Ferrothorn,0598
FALSE,FALSE,No,No,599,Klink,0599
FALSE,FALSE,No,No,600,Klang,0600
FALSE,FALSE,No,No,601,Klinklang,0601
FALSE,FALSE,No,No,602,Tynamo,0602
FALSE,FALSE,No,No,603,Eelektrik,0603
FALSE,FALSE,No,No,604,Eelektross,0604
FALSE,FALSE,No,No,605,Elgyem,0605
FALSE,FALSE,No,No,606,Beheeyem,0606
FALSE,FALSE,No,No,607,Litwick,0607
FALSE,FALSE,No,No,608,Lampent,0608
FALSE,FALSE,No,No,609,Chandelure,0609
FALSE,FALSE,No,No,610,Axew,0610
FALSE,FALSE,No,No,611,Fraxure,0611
FALSE,FALSE,No,No,612,Haxorus,0612
FALSE,FALSE,No,No,613,Cubchoo,0613
FALSE,FALSE,No,No,614,Beartic,0614
FALSE,FALSE,No,No,615,Cryogonal,0615
FALSE,FALSE,No,No,616,Shelmet,0616
FALSE,FALSE,No,No,617,Accelgor,0617
FALSE,FALSE,No,No,618,Stunfisk,0618
,FALSE,No,No,618_g,Galarian Stunfisk,
FALSE,FALSE,No,No,619,Mienfoo,0619
FALSE,FALSE,No,No,620,Mienshao,0620
FALSE,FALSE,No,No,621,Druddigon,0621
FALSE,FALSE,No,No,622,Golett,0622
FALSE,FALSE,No,No,623,Golurk,0623
FALSE,FALSE,No,No,624,Pawniard,0624
FALSE,FALSE,No,No,625,Bisharp,0625
FALSE,FALSE,No,No,626,Bouffalant,0626
FALSE,FALSE,No,No,627,Rufflet,0627
FALSE,FALSE,No,No,628,Braviary,0628
,FALSE,No,No,628_h,Hisuian Braviary,
FALSE,FALSE,No,No,629,Vullaby,0629
FALSE,FALSE,No,No,630,Mandibuzz,0630
FALSE,FALSE,No,No,631,Heatmor,0631
FALSE,FALSE,No,No,632,Durant,0632
FALSE,FALSE,No,No,633,Deino,0633
FALSE,FALSE,No,No,634,Zweilous,0634
FALSE,FALSE,No,No,635,Hydreigon,0635
FALSE,FALSE,No,No,636,Larvesta,0636
FALSE,FALSE,No,No,637,Volcarona,0637
FALSE,FALSE,No,No,638,Cobalion,0638
FALSE,FALSE,No,No,639,Terrakion,0639
FALSE,FALSE,No,No,640,Virizion,0640
FALSE,FALSE,No,No,641_i,Incarnate Forme Tornadus,0641
,FALSE,No,No,641_t,Therian Forme Tornadus,
FALSE,FALSE,No,No,642_i,Incarnate Forme Thundurus,0642
,FALSE,No,No,642_t,Therian Forme Thundurus,
FALSE,FALSE,No,No,643,Reshiram,0643
FALSE,FALSE,No,No,644,Zekrom,0644
FALSE,FALSE,No,No,645_i,Incarnate Forme Landorus,0645
,FALSE,No,No,645_t,Therian Forme Landorus,
FALSE,FALSE,No,No,646,Kyurem,0646
,,Unavailable,Unavailable,647,Keldeo,0647
,,Unavailable,Unavailable,648,Meloetta,0648
FALSE,FALSE,No,No,649,Genesect,0649
FALSE,FALSE,No,No,650,Chespin,0650
FALSE,FALSE,No,No,651,Quilladin,0651
FALSE,FALSE,No,No,652,Chesnaught,0652
FALSE,FALSE,No,No,653,Fennekin,0653
FALSE,FALSE,No,No,654,Braixen,0654
FALSE,FALSE,No,No,655,Delphox,0655
FALSE,FALSE,No,No,656,Froakie,0656
FALSE,FALSE,No,No,657,Frogadier,0657
FALSE,FALSE,No,No,658,Greninja,0658
FALSE,FALSE,No,No,659,Bunnelby,0659
FALSE,FALSE,No,No,660,Diggersby,0660
FALSE,FALSE,No,No,661,Fletchling,0661
FALSE,FALSE,No,No,662,Fletchinder,0662
FALSE,FALSE,No,No,663,Talonflame,0663
FALSE,FALSE,No,No,664,Scatterbug,0664
FALSE,FALSE,No,No,665,Spewpa,0665
FALSE,FALSE,No,No,666_i,Meadow Pattern Vivillon,0666
,FALSE,No,No,666_p,Polar Pattern Vivillon,
,FALSE,No,No,666_t,Tundra Pattern Vivillon,
,FALSE,No,No,666_c,Continental Pattern Vivillon,
,FALSE,No,No,666_g,Garden Pattern Vivillon,
,FALSE,No,No,666_e,Elegant Pattern Vivillon,
,FALSE,No,No,666_m,Icy Snow Pattern Vivillon,
,FALSE,No,No,666_mo,Modern Pattern Vivillon,
,FALSE,No,No,666_ma,Marine Pattern Vivillon,
,FALSE,No,No,666_a,Archipelago Pattern Vivillon,
,FALSE,No,No,666_h,High Plains Pattern Vivillon,
,FALSE,No,No,666_s,Sandstorm Pattern Vivillon,
,FALSE,No,No,666_r,River Pattern Vivillon,
,FALSE,No,No,666_mon,Monsoon Pattern Vivillon,
,FALSE,No,No,666_sa,Savannah Pattern Vivillon,
,FALSE,No,No,666_su,Sun Pattern Vivillon,
,FALSE,No,No,666_o,Ocean Pattern Vivillon,
,FALSE,No,No,666_j,Jungle Pattern Vivillon,
,FALSE,No,No,666_f,Fancy Pattern Vivillon,
,,Unavailable,Unavailable,666_pb,Poké Ball Pattern Vivillon,
FALSE,FALSE,No,No,667,Litleo,0667
FALSE,FALSE,No,No,668_m,Pyroar ♂,0668
,FALSE,No,No,668_f,Pyroar ♀,
FALSE,FALSE,No,No,669_r,Red Flower Flabébé,0669
,FALSE,No,No,669_b,Yellow Flower Flabébé,
,FALSE,No,No,669_o,Orange Flower Flabébé,
,FALSE,No,No,669_w,Blue Flower Flabébé,
,FALSE,No,No,669_y,White Flower Flabébé,
FALSE,FALSE,No,No,670_r,Red Flower Floette,0670
,FALSE,No,No,670_b,Yellow Flower Floette,
,FALSE,No,No,670_o,Orange Flower Floette,
,FALSE,No,No,670_w,Blue Flower Floette,
,FALSE,No,No,670_y,Whtie Flower Floette,
FALSE,FALSE,No,No,671_r,Red Flower Florges,0671
,FALSE,No,No,671_b,Yellow Flower Florges,
,FALSE,No,No,671_o,Orange Flower Florges,
,FALSE,No,No,671_w,Blue Flower Florges,
,FALSE,No,No,671_y,White Flower Florges,
FALSE,FALSE,No,No,672,Skiddo,0672
FALSE,FALSE,No,No,673,Gogoat,0673
FALSE,FALSE,No,No,674,Pancham,0674
FALSE,FALSE,No,No,675,Pangoro,0675
FALSE,FALSE,No,No,676_n,Natural Form Furfrou,0676
,FALSE,No,No,676_h,Heart Trim Furfrou,
,FALSE,No,No,676_s,Star Trim Furfrou,
,FALSE,No,No,676_d,Diamond Trim Furfrou,
,FALSE,No,No,676_de,Debutante Trim Furfrou,
,FALSE,No,No,676_m,Matron Trim Furfrou,
,FALSE,No,No,676_da,Dandy Trim Furfrou,
,FALSE,No,No,676_r,La Reine Trim Furfrou,
,FALSE,No,No,676_k,Kabuki Trim Furfrou,
,FALSE,No,No,676_p,Pharaoh Trim Furfrou,
FALSE,FALSE,No,No,677,Espurr,0677
FALSE,FALSE,No,No,678_m,Meowstic ♂,0678
,FALSE,No,No,678_f,Meowstic ♀,
FALSE,FALSE,No,No,679,Honedge,0679
FALSE,FALSE,No,No,680,Doublade,0680
FALSE,FALSE,No,No,681,Aegislash,0681
FALSE,FALSE,No,No,682,Spritzee,0682
FALSE,FALSE,No,No,683,Aromatisse,0683
FALSE,FALSE,No,No,684,Swirlix,0684
FALSE,FALSE,No,No,685,Slurpuff,0685
FALSE,FALSE,No,No,686,Inkay,0686
FALSE,FALSE,No,No,687,Malamar,0687
FALSE,FALSE,No,No,688,Binacle,0688
FALSE,FALSE,No,No,689,Barbaracle,0689
FALSE,FALSE,No,No,690,Skrelp,0690
FALSE,FALSE,No,No,691,Dragalge,0691
FALSE,FALSE,No,No,692,Clauncher,0692
FALSE,FALSE,No,No,693,Clawitzer,0693
FALSE,FALSE,No,No,694,Helioptile,0694
FALSE,FALSE,No,No,695,Heliolisk,0695
FALSE,FALSE,No,No,696,Tyrunt,0696
FALSE,FALSE,No,No,697,Tyrantrum,0697
FALSE,FALSE,No,No,698,Amaura,0698
FALSE,FALSE,No,No,699,Aurorus,0699
FALSE,FALSE,No,No,700,Sylveon,0700
FALSE,FALSE,No,No,701,Hawlucha,0701
FALSE,FALSE,No,No,702,Dedenne,0702
FALSE,FALSE,No,No,703,Carbink,0703
FALSE,FALSE,No,No,704,Goomy,0704
FALSE,FALSE,No,No,705,Sliggoo,0705
,FALSE,No,No,705_h,Hisuian Sliggoo,
FALSE,FALSE,No,No,706,Goodra,0706
,FALSE,No,No,706_h,Hisuian Goodra,
FALSE,FALSE,No,No,707,Klefki,0707
FALSE,FALSE,No,No,708,Phantump,0708
FALSE,FALSE,No,No,709,Trevenant,0709
FALSE,FALSE,No,No,710_s,Small Size Pumpkaboo,0710
,FALSE,No,No,710_a,Average Size Pumpkaboo,
,FALSE,No,No,710_l,Large Size Pumpkaboo,
,FALSE,No,No,710_su,Super Size Pumpkaboo,
FALSE,FALSE,No,No,711_s,Small Size Gourgeist,0711
,FALSE,No,No,711_a,Average Size Gourgeist,
,FALSE,No,No,711_l,Large Size Gourgeist,
,FALSE,No,No,711_su,Super Size Gourgeist,
FALSE,FALSE,No,No,712,Bergmite,0712
FALSE,FALSE,No,No,713,Avalugg,0713
,FALSE,No,No,713_h,Hisuian Avalugg,
FALSE,FALSE,No,No,714,Noibat,0714
FALSE,FALSE,No,No,715,Noivern,0715
FALSE,FALSE,No,No,716,Xerneas,0716
FALSE,FALSE,No,No,717,Yveltal,0717
FALSE,FALSE,No,No,718_10,10% Forme Zygarde,0718
,FALSE,No,No,718_50,50% Forme Zygarde,
FALSE,FALSE,No,No,719,Diancie,0719
,,Unavailable,Unavailable,720,Hoopa,0720
,,Unavailable,Unavailable,721,Volcanion,0721
FALSE,FALSE,No,No,722,Rowlet,0722
FALSE,FALSE,No,No,723,Dartrix,0723
FALSE,FALSE,No,No,724,Decidueye,0724
,FALSE,No,No,724_h,Hisuian Decidueye,
FALSE,FALSE,No,No,725,Litten,0725
FALSE,FALSE,No,No,726,Torracat,0726
FALSE,FALSE,No,No,727,Incineroar,0727
FALSE,FALSE,No,No,728,Popplio,0728
FALSE,FALSE,No,No,729,Brionne,0729
FALSE,FALSE,No,No,730,Primarina,0730
FALSE,FALSE,No,No,731,Pikipek,0731
FALSE,FALSE,No,No,732,Trumbeak,0732
FALSE,FALSE,No,No,733,Toucannon,0733
FALSE,FALSE,No,No,734,Yungoos,0734
FALSE,FALSE,No,No,735,Gumshoos,0735
FALSE,FALSE,No,No,736,Grubbin,0736
FALSE,FALSE,No,No,737,Charjabug,0737
FALSE,FALSE,No,No,738,Vikavolt,0738
FALSE,FALSE,No,No,739,Crabrawler,0739
FALSE,FALSE,No,No,740,Crabominable,0740
FALSE,FALSE,No,No,741_b,Baile Style Oricorio,0741
,FALSE,No,No,741_p,Pom-Pom Style Oricorio,
,FALSE,No,No,741_pa,Pa'u Style Oricorio,
,FALSE,No,No,741_s,Sensu Style Oricorio,
FALSE,FALSE,No,No,742,Cutiefly,0742
FALSE,FALSE,No,No,743,Ribombee,0743
FALSE,FALSE,No,No,744,Rockruff,0744
FALSE,FALSE,No,No,745_m,Midday Lycanroc,0745
,FALSE,No,No,745_mi,Midnight Lycanroc,
,FALSE,No,No,745_d,Dusk Lycanroc,
FALSE,FALSE,No,No,746,Wishiwashi,0746
FALSE,FALSE,No,No,747,Mareanie,0747
FALSE,FALSE,No,No,748,Toxapex,0748
FALSE,FALSE,No,No,749,Mudbray,0749
FALSE,FALSE,No,No,750,Mudsdale,0750
FALSE,FALSE,No,No,751,Dewpider,0751
FALSE,FALSE,No,No,752,Araquanid,0752
FALSE,FALSE,No,No,753,Fomantis,0753
FALSE,FALSE,No,No,754,Lurantis,0754
FALSE,FALSE,No,No,755,Morelull,0755
FALSE,FALSE,No,No,756,Shiinotic,0756
FALSE,FALSE,No,No,757,Salandit,0757
FALSE,FALSE,No,No,758,Salazzle,0758
FALSE,FALSE,No,No,759,Stufful,0759
FALSE,FALSE,No,No,760,Bewear,0760
FALSE,FALSE,No,No,761,Bounsweet,0761
FALSE,FALSE,No,No,762,Steenee,0762
FALSE,FALSE,No,No,763,Tsareena,0763
FALSE,FALSE,No,No,764,Comfey,0764
FALSE,FALSE,No,No,765,Oranguru,0765
FALSE,FALSE,No,No,766,Passimian,0766
FALSE,FALSE,No,No,767,Wimpod,0767
FALSE,FALSE,No,No,768,Golisopod,0768
FALSE,FALSE,No,No,769,Sandygast,0769
FALSE,FALSE,No,No,770,Palossand,0770
FALSE,FALSE,No,No,771,Pyukumuku,0771
FALSE,FALSE,No,No,772,Type: Null,0772
FALSE,FALSE,No,No,773,Silvally,0773
FALSE,FALSE,No,No,774,Minior,0774
FALSE,FALSE,No,No,775,Komala,0775
FALSE,FALSE,No,No,776,Turtonator,0776
FALSE,FALSE,No,No,777,Togedemaru,0777
FALSE,FALSE,No,No,778,Mimikyu,0778
FALSE,FALSE,No,No,779,Bruxish,0779
FALSE,FALSE,No,No,780,Drampa,0780
FALSE,FALSE,No,No,781,Dhelmise,0781
FALSE,FALSE,No,No,782,Jangmo-o,0782
FALSE,FALSE,No,No,783,Hakamo-o,0783
FALSE,FALSE,No,No,784,Kommo-o,0784
FALSE,FALSE,No,No,785,Tapu Koko,0785
FALSE,FALSE,No,No,786,Tapu Lele,0786
FALSE,FALSE,No,No,787,Tapu Bulu,0787
FALSE,FALSE,No,No,788,Tapu Fini,0788
,,Unavailable,Unavailable,789,Cosmog,0789
,,Unavailable,Unavailable,790,Cosmoem,0790
FALSE,FALSE,No,No,791,Solgaleo,0791
FALSE,FALSE,No,No,792,Lunala,0792
FALSE,FALSE,No,No,793,Nihilego,0793
FALSE,FALSE,No,No,794,Buzzwole,0794
FALSE,FALSE,No,No,795,Pheromosa,0795
FALSE,FALSE,No,No,796,Xurkitree,0796
FALSE,FALSE,No,No,797,Celesteela,0797
FALSE,FALSE,No,No,798,Kartana,0798
FALSE,FALSE,No,No,799,Guzzlord,0799
FALSE,FALSE,No,No,800,Necrozma,0800
,,Unavailable,Unavailable,801,Magearna,0801
,,Unavailable,Unavailable,801_o,Original Color Magearna,
,,Unavailable,Unavailable,802,Marshadow,0802
FALSE,FALSE,No,No,803,Poipole,0803
FALSE,FALSE,No,No,804,Naganadel,0804
FALSE,FALSE,No,No,805,Stakataka,0805
FALSE,FALSE,No,No,806,Blacephalon,0806
FALSE,FALSE,No,No,807,Zeraora,0807
FALSE,FALSE,No,No,808,Meltan,0808
,,Unavailable,Unavailable,809,Melmetal,0809
FALSE,FALSE,No,No,810,Grookey,0810
FALSE,FALSE,No,No,811,Thwackey,0811
FALSE,FALSE,No,No,812,Rillaboom,0812
FALSE,FALSE,No,No,813,Scorbunny,0813
FALSE,FALSE,No,No,814,Raboot,0814
FALSE,FALSE,No,No,815,Cinderace,0815
FALSE,FALSE,No,No,816,Sobble,0816
FALSE,FALSE,No,No,817,Drizzile,0817
FALSE,FALSE,No,No,818,Inteleon,0818
FALSE,FALSE,No,No,819,Skwovet,0819
FALSE,FALSE,No,No,820,Greedent,0820
FALSE,FALSE,No,No,821,Rookidee,0821
FALSE,FALSE,No,No,822,Corvisquire,0822
FALSE,FALSE,No,No,823,Corviknight,0823
FALSE,FALSE,No,No,824,Blipbug,0824
FALSE,FALSE,No,No,825,Dottler,0825
FALSE,FALSE,No,No,826,Orbeetle,0826
FALSE,FALSE,No,No,827,Nickit,0827
FALSE,FALSE,No,No,828,Thievul,0828
FALSE,FALSE,No,No,829,Gossifleur,0829
FALSE,FALSE,No,No,830,Eldegoss,0830
FALSE,FALSE,No,No,831,Wooloo,0831
FALSE,FALSE,No,No,832,Dubwool,0832
FALSE,FALSE,No,No,833,Chewtle,0833
FALSE,FALSE,No,No,834,Drednaw,0834
FALSE,FALSE,No,No,835,Yamper,0835
FALSE,FALSE,No,No,836,Boltund,0836
FALSE,FALSE,No,No,837,Rolycoly,0837
