Shinydex,Shiny Formdex,Location pick,Location,ID,Pokemon,,#,Origin pick,Origin,Method,Streak,Ability,Nature,IVs,Ball pick,Ball,Gender,OT,OT ID,Origin mark pick,Origin Mark,Alpha / Gigantamax / Tera Type,Marks,Ribbons,,,Notes
,FALSE,No,No,201_b,,Unown B,,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,201_c,,Unown C,,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,201_d,,Unown D,,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,201_e,,Unown E,,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,201_f,,Unown F,,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,201_g,,Unown G,,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,201_h,,Unown H,,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,201_i,,Unown I,,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,201_j,,Unown J,,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,201_k,,Unown K,,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,201_l,,Unown L,,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,201_m,,Unown M,,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,201_n,,Unown N,,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,201_o,,Unown O,,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,201_p,,Unown P,,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,201_q,,Unown Q,,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,201_r,,Unown R,,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,201_s,,Unown S,,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,201_t,,Unown T,,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,201_u,,Unown U,,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,201_v,,Unown V,,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,201_w,,Unown W,,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,201_x,,Unown X,,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,201_y,,Unown Y,,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,201_z,,Unown Z,,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,201_em,,Unown !,,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,201_qm,,Unown ?,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,202_m,,Wobbuffet ♂,0202,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,202_f,,Wobbuffet ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,203_m,,Girafarig ♂,0203,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,203_f,,Girafarig ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,204,,Pineco,0204,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,205,,Forretress,0205,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,206,,Dunsparce,0206,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,207_m,,Gligar ♂,0207,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,207_f,,Gligar ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,208_m,,Steelix ♂,0208,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,208_f,,Steelix ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,209,,Snubbull,0209,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,210,,Granbull,0210,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,211,,Qwilfish,0211,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,211_h,,Hisuian Qwilfish,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,212_m,,Scizor ♂,0212,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,212_f,,Scizor ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,213,,Shuckle,0213,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,214_m,,Heracross ♂,0214,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,214_f,,Heracross ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,215_m,,Sneasel ♂,0215,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,215_f,,Sneasel ♀,,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,215_hm,,Hisuian Sneasel ♂,,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,215_hf,,Hisuian Sneasel ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,216,,Teddiursa,0216,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,217_m,,Ursaring ♂,0217,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,217_f,,Ursaring ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,218,,Slugma,0218,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,219,,Magcargo,0219,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,220,,Swinub,0220,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,221_m,,Piloswine ♂,0221,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,221_f,,Piloswine ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,222,,Corsola,0222,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,222_g,,Galarian Corsola,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,223,,Remoraid,0223,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,224_m,,Octillery ♂,0224,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,224_f,,Octillery ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,225,,Delibird,0225,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,226,,Mantine,0226,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,227,,Skarmory,0227,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,228,,Houndour,0228,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,229_m,,Houndoom ♂,0229,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,229_f,,Houndoom ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,230,,Kingdra,0230,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,231,,Phanpy,0231,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,232_m,,Donphan ♂,0232,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,232_f,,Donphan ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,233,,Porygon2,0233,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,234,,Stantler,0234,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,235,,Smeargle,0235,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,236,,Tyrogue,0236,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,237,,Hitmontop,0237,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,238,,Smoochum,0238,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,239,,Elekid,0239,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,240,,Magby,0240,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,241,,Miltank,0241,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,242,,Blissey,0242,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,243,,Raikou,0243,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,244,,Entei,0244,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,245,,Suicune,0245,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,246,,Larvitar,0246,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,247,,Pupitar,0247,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,248,,Tyranitar,0248,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,249,,Lugia,0249,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,250,,Ho-Oh,0250,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,251,,Celebi,0251,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,252,,Treecko,0252,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,253,,Grovyle,0253,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,254,,Sceptile,0254,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,255_m,,Torchic ♂,0255,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,255_f,,Torchic ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,256_m,,Combusken ♂,0256,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,256_f,,Combusken ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,257_m,,Blaziken ♂,0257,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,257_f,,Blaziken ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,258,,Mudkip,0258,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,259,,Marshtomp,0259,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,260,,Swampert,0260,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,261,,Poochyena,0261,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,262,,Mightyena,0262,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,263,,Zigzagoon,0263,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,263_g,,Galarian Zigzagoon,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,264,,Linoone,0264,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,264_g,,Galarian Linoone,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,265,,Wurmple,0265,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,266,,Silcoon,0266,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,267_m,,Beautifly ♂,0267,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,267_f,,Beautifly ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,268,,Cascoon,0268,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,269_m,,Dustox ♂,0269,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,269_f,,Dustox ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,270,,Lotad,0270,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,271,,Lombre,0271,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,272_m,,Ludicolo ♂,0272,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,272_f,,Ludicolo ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,273,,Seedot,0273,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,274_m,,Nuzleaf ♂,0274,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,274_f,,Nuzleaf ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,275_m,,Shiftry ♂,0275,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,275_f,,Shiftry ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,276,,Taillow,0276,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,277,,Swellow,0277,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,278,,Wingull,0278,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,279,,Pelipper,0279,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,280,,Ralts,0280,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,281,,Kirlia,0281,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,282,,Gardevoir,0282,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,283,,Surskit,0283,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,284,,Masquerain,0284,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,285,,Shroomish,0285,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,286,,Breloom,0286,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,287,,Slakoth,0287,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,288,,Vigoroth,0288,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,289,,Slaking,0289,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,290,,Nincada,0290,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,291,,Ninjask,0291,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,292,,Shedinja,0292,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,293,,Whismur,0293,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,294,,Loudred,0294,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,295,,Exploud,0295,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,296,,Makuhita,0296,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,297,,Hariyama,0297,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,298,,Azurill,0298,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,299,,Nosepass,0299,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,300,,Skitty,0300,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,301,,Delcatty,0301,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,302,,Sableye,0302,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,303,,Mawile,0303,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,304,,Aron,0304,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,305,,Lairon,0305,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,306,,Aggron,0306,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,307_m,,Meditite ♂,0307,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,307_f,,Meditite ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,308_m,,Medicham ♂,0308,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,308_f,,Medicham ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,309,,Electrike,0309,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,310,,Manectric,0310,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,311,,Plusle,0311,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,312,,Minun,0312,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,313,,Volbeat,0313,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,314,,Illumise,0314,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,315_m,,Roselia ♂,0315,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,315_f,,Roselia ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,316_m,,Gulpin ♂,0316,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,316_f,,Gulpin ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,317_m,,Swalot ♂,0317,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,317_f,,Swalot ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,318,,Carvanha,0318,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,319,,Sharpedo,0319,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,320,,Wailmer,0320,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,321,,Wailord,0321,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,322_m,,Numel ♂,0322,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,322_f,,Numel ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,323_m,,Camerupt ♂,0323,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,323_f,,Camerupt ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,324,,Torkoal,0324,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,325,,Spoink,0325,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,326,,Grumpig,0326,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,327,,Spinda,0327,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,328,,Trapinch,0328,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,329,,Vibrava,0329,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,330,,Flygon,0330,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,331,,Cacnea,0331,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,332_m,,Cacturne ♂,0332,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,332_f,,Cacturne ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,333,,Swablu,0333,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,334,,Altaria,0334,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,335,,Zangoose,0335,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,336,,Seviper,0336,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,337,,Lunatone,0337,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,338,,Solrock,0338,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,339,,Barboach,0339,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,340,,Whiscash,0340,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,341,,Corphish,0341,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,342,,Crawdaunt,0342,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,343,,Baltoy,0343,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,344,,Claydol,0344,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,345,,Lileep,0345,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,346,,Cradily,0346,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,347,,Anorith,0347,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,348,,Armaldo,0348,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,349,,Feebas,0349,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,350_m,,Milotic ♂,0350,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,350_f,,Milotic ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,351,,Castform,0351,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,352,,Kecleon,0352,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,353,,Shuppet,0353,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,354,,Banette,0354,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,355,,Duskull,0355,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,356,,Dusclops,0356,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,357,,Tropius,0357,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,358,,Chimecho,0358,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,359,,Absol,0359,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,360,,Wynaut,0360,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,361,,Snorunt,0361,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,362,,Glalie,0362,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,363,,Spheal,0363,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,364,,Sealeo,0364,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,365,,Walrein,0365,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,366,,Clamperl,0366,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,367,,Huntail,0367,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,368,,Gorebyss,0368,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,369_m,,Relicanth ♂,0369,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,369_f,,Relicanth ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,370,,Luvdisc,0370,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,371,,Bagon,0371,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,372,,Shelgon,0372,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,373,,Salamence,0373,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,374,,Beldum,0374,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,375,,Metang,0375,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,376,,Metagross,0376,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,377,,Regirock,0377,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,378,,Regice,0378,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,379,,Registeel,0379,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,380,,Latias,0380,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,381,,Latios,0381,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,382,,Kyogre,0382,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,383,,Groudon,0383,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,384,,Rayqyaza,0384,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,385,,Jirachi,0385,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,386_n,,Normal Forme Deoxys,0386,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,386_a,,Attack Forme Deoxys,,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,386_d,,Defense Forme Deoxys,,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,386_s,,Speed Forme Deoxys,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,387,,Turtwig,0387,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,388,,Grotle,0388,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,389,,Torterra,0389,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,390,,Chimchar,0390,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,391,,Monferno,0391,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,392,,Infernape,0392,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,393,,Piplup,0393,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,394,,Prinplup,0394,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,395,,Empoleon,0395,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,396_m,,Starly ♂,0396,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,396_f,,Starly ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,397_m,,Staravia ♂,0397,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,397_f,,Staravia ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,398_m,,Staraptor ♂,0398,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,398_f,,Staraptor ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,399_m,,Bidoof ♂,0399,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,399_f,,Bidoof ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,400_m,,Bibarel ♂,0400,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,400_f,,Bibarel ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,401_m,,Kricketot ♂,0401,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,401_f,,Kricketot ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,402_m,,Kricketune ♂,0402,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,402_f,,Kricketune ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,403_m,,Shinx ♂,0403,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,403_f,,Shinx ♀,,None,,,,,None,,None,,,,,None,,,,,,,
FALSE,FALSE,No,No,404_m,,Luxio ♂,0404,None,,,,,None,,None,,,,,None,,,,,,,
,FALSE,No,No,404_f,,Luxio ♀,,None,,,,,None,,None,,,,,None,,,,,,,
